,Synset,Hypernym
16548,унитаризм.n.1,государственное устройство.n.1
16549,народный инструмент.n.1,музыкальный инструмент.n.1
16550,жалоба на решение суда.n.1,судебная жалоба.n.1
16551,апелляционная жалоба.n.1,жалоба.n.1
16552,облицовочный материал.n.1,отделочный материал.n.1
16553,региональный бюджет.n.1,бюджет публичного образования.n.1
16554,региональный суд.n.1,суд общей юрисдикции.n.1
16555,региональный суд.n.1,федеральный суд.n.1
16556,региональный суд.n.1,суд кассационной инстанции.n.1
16557,валютная облигация.n.1,облигация.n.1
16558,валютная облигация.n.1,валютная ценная бумага.n.1
16559,пересмотр судебных решений.n.1,пересмотр решений.n.1
16560,обогрев помещения.n.1,обогреть.n.1
16561,оборудование для текстильной промышленности.n.1,оборудование для легкой промышленности.n.1
16562,оборудование для текстильной промышленности.n.1,промышленное оборудование.n.1
16563,судебная жалоба.n.1,жалоба.n.1
16564,тепловентилятор.n.1,тепловентиляционное оборудование.n.1
16565,тепловентилятор.n.1,вентилятор.n.1
16566,тепловая пушка.n.1,тепловентиляционное оборудование.n.1
16567,тепловая пушка.n.1,пушка.n.1
16568,климатическое оборудование.n.1,инженерное оборудование.n.1
16569,климат-контроль.n.1,контроль.n.1
16570,оборона и безопасность.n.1,сфера деятельности.n.1
